book,author,url,excerpt
Little Women,Louisa May Alcott,https://www.gutenberg.org/files/514/514-h/514-h.htm,"""That reminds me,"" said Meg, ""that I've got something to tell. It isn't funny, like Jo's story, but I thought about it a good deal as I came home. At the Kings' today I found everybody in a flurry, and one of the children said that her oldest brother had done something dreadful, and Papa had sent him away. I heard Mrs. King crying and Mr. King talking very loud, and Grace and Ellen turned away their faces when they passed me, so I shouldn't see how red and swollen their eyes were. I didn't ask any questions, of course, but I felt so sorry for them and was rather glad I hadn't any wild brothers to do wicked things and disgrace the family."""
Peter Pan,J. M. Barrie,https://www.gutenberg.org/files/16/16-h/16-h.htm,"But he was far too proud for that. “If you find your mothers,” he said darkly, “I hope you will like them.” The awful cynicism of this made an uncomfortable impression, and most of them began to look rather doubtful. After all, their faces said, were they not noodles to want to go? “Now then,” cried Peter, “no fuss, no blubbering; good-bye, Wendy;” and he held out his hand cheerily, quite as if they must really go now, for he had something important to do. She had to take his hand, and there was no indication that he would prefer a thimble."
Anne of Green Gables,L. M. Montgomery,https://www.gutenberg.org/files/45/45-h/45-h.htm,"“Now, Anne, I noticed last night that you threw your clothes all about the floor when you took them off. That is a very untidy habit, and I can’t allow it at all. As soon as you take off any article of clothing fold it neatly and place it on the chair. I haven’t any use at all for little girls who aren’t neat.” “I was so harrowed up in my mind last night that I didn’t think about my clothes at all,” said Anne. “I’ll fold them nicely tonight. They always made us do that at the asylum. Half the time, though, I’d forget, I’d be in such a hurry to get into bed nice and quiet and imagine things.”"
"The Happy Prince, and Other Tales",Oscar Wilde,https://www.gutenberg.org/ebooks/902.html.images,"“A person who, because he has corns himself, always treads on other people’s toes,” answered the Roman Candle in a low whisper; and the Cracker nearly exploded with laughter. “Pray, what are you laughing at?” inquired the Rocket; “I am not laughing.” “I am laughing because I am happy,” replied the Cracker. “That is a very selfish reason,” said the Rocket angrily. “What right have you to be happy? You should be thinking about others. In fact, you should be thinking about me. I am always thinking about myself, and I expect everybody else to do the same. That is what is called sympathy."
The Importance of Being Earnest: A Trivial Comedy for Serious People,Oscar Wilde,https://www.gutenberg.org/files/844/844-h/844-h.htm,"I have a country house with some land, of course, attached to it, about fifteen hundred acres, I believe; but I don’t depend on that for my real income. In fact, as far as I can make out, the poachers are the only people who make anything out of it. A country house! How many bedrooms? Well, that point can be cleared up afterwards. You have a town house, I hope? A girl with a simple, unspoiled nature, like Gwendolen, could hardly be expected to reside in the country. Well, I own a house in Belgrave Square, but it is let by the year to Lady Bloxham. Of course, I can get it back whenever I like, at six months’ notice."
The Souls of Black Folk,W. E. B. Du Bois,https://www.gutenberg.org/files/408/408-h/408-h.htm,"Such was the dawn of Freedom; such was the work of the Freedmen’s Bureau, which, summed up in brief, may be epitomized thus: for some fifteen million dollars, beside the sums spent before 1865, and the dole of benevolent societies, this Bureau set going a system of free labor, established a beginning of peasant proprietorship, secured the recognition of black freedmen before courts of law, and founded the free common school in the South. On the other hand, it failed to begin the establishment of good-will between ex-masters and freedmen, to guard its work wholly from paternalistic methods which discouraged self-reliance, and to carry out to any considerable extent its implied promises to furnish the freedmen with land."
The American Diary of a Japanese Girl,Yoné Noguchi,https://www.gutenberg.org/ebooks/63256.html.images,"12th—It surprises me to learn that many an American is born and dies in a hotel. Such a life—however large rooms you may possess—is not distinguishable, in my opinion, from that of a bird in a cage. Is hotel-living a recent fashion? Don’t say so! The business locality—like the place where this Palace Hotel takes its seat—does not afford a stomachful of respectable air. I preferred some hospitable boarding house in a quiet street, where I might even step up and down in nude feet. I wished to occupy a chamber where the morning sun could steal in and shake my sleepy little head with golden fingers as my beloved mama might do."
"Narrative of the Life of Frederick Douglass, an American Slave",Douglass,https://www.gutenberg.org/files/23/23-h/23-h.htm,"My mistress was, as I have said, a kind and tender-hearted woman; and in the simplicity of her soul she commenced, when I first went to live with her, to treat me as she supposed one human being ought to treat another. In entering upon the duties of a slaveholder, she did not seem to perceive that I sustained to her the relation of a mere chattel, and that for her to treat me as a human being was not only wrong, but dangerously so. Slavery proved as injurious to her as it did to me. When I went there, she was a pious, warm, and tender-hearted woman."
A Study in Scarlet,Arthur Conan Doyle,https://www.gutenberg.org/files/244/244-h/244-h.htm,"The young fellow seemed pleased at the suggestion, and his dark eyes sparkled with pleasure. “I’ll do so,” he said, “we’ve been in the mountains for two months, and are not over and above in visiting condition. He must take us as he finds us.” “He has a good deal to thank you for, and so have I,” she answered, “he’s awful fond of me. If those cows had jumped on me he’d have never got over it.” “Neither would I,” said her companion. “You! Well, I don’t see that it would make much matter to you, anyhow. You ain’t even a friend of ours.”"
The War of the Worlds,H. G. Wells,https://www.gutenberg.org/files/36/36-h/36-h.htm,"The officers who were not actively engaged stood and stared over the treetops southwestward, and the men digging would stop every now and again to stare in the same direction. Byfleet was in a tumult; people packing, and a score of hussars, some of them dismounted, some on horseback, were hunting them about. Three or four black government waggons, with crosses in white circles, and an old omnibus, among other vehicles, were being loaded in the village street. There were scores of people, most of them sufficiently sabbatical to have assumed their best clothes. The soldiers were having the greatest difficulty in making them realise the gravity of their position."
Don Quixote,Miguel de Cervantes Saavedra,https://www.gutenberg.org/files/996/996-h/996-h.htm,"“I will hold my peace, señora,” said Don Quixote, “and I will curb the natural anger that had arisen in my breast, and will proceed in peace and quietness until I have fulfilled my promise; but in return for this consideration I entreat you to tell me, if you have no objection to do so, what is the nature of your trouble, and how many, who, and what are the persons of whom I am to require due satisfaction, and on whom I am to take vengeance on your behalf?” “That I will do with all my heart,” replied Dorothea, “if it will not be wearisome to you to hear of miseries and misfortunes.”"
The Hound of the Baskervilles,Arthur Conan Doyle,https://www.gutenberg.org/files/2852/2852-h/2852-h.htm,“I can only think of the obvious conclusion that the man has practised in town before going to the country.” “I think that we might venture a little farther than this. Look at it in this light. On what occasion would it be most probable that such a presentation would be made? When would his friends unite to give him a pledge of their good will? Obviously at the moment when Dr. Mortimer withdrew from the service of the hospital in order to start a practice for himself. We know there has been a presentation. We believe there has been a change from a town hospital to a country practice.
"The Awakening, and Selected Short Stories",Kate Chopin,https://www.gutenberg.org/files/160/160-h/160-h.htm,"“Perhaps she was when she first came; but cooks are only human. They need looking after, like any other class of persons that you employ. Suppose I didn’t look after the clerks in my office, just let them run things their own way; they’d soon make a nice mess of me and my business.” “Where are you going?” asked Edna, seeing that her husband arose from table without having eaten a morsel except a taste of the highly-seasoned soup. “I’m going to get my dinner at the club. Good night.” He went into the hall, took his hat and stick from the stand, and left the house."
The Romance of Lust: A classic Victorian erotic novel,Anonymous,https://www.gutenberg.org/files/30254/30254-h/30254-h.htm,"“That appears probable, my dear boy, but then he took precaution not to get any more children.” “But what precautions could he take, and how did he do so?” “You are a curious boy, but I shall tell you. He used to continue long at it, making me spend two or three times before he did, and then when he felt it coming he used to withdraw, and his prick being all moist, he would slip it into my bottom, and spend there as soon as ever he got the head of it inside.” “And did that give you any pleasure, mamma?”"
Wuthering Heights,Emily Brontë,https://www.gutenberg.org/files/768/768-h/768-h.htm,"“‘I’m ill to-night, Catherine, love,’ he said; ‘and you must have all the talk, and let me listen. Come, and sit by me. I was sure you wouldn’t break your word, and I’ll make you promise again, before you go.’ “I knew now that I mustn’t tease him, as he was ill; and I spoke softly and put no questions, and avoided irritating him in any way. I had brought some of my nicest books for him: he asked me to read a little of one, and I was about to comply, when Earnshaw burst the door open: having gathered venom with reflection."
Treasure Island,Robert Louis Stevenson,https://www.gutenberg.org/files/120/120-h/120-h.htm,"“Did any of you gentlemen want to have it out with me?” roared Silver, bending far forward from his position on the keg, with his pipe still glowing in his right hand. “Put a name on what you’re at; you ain’t dumb, I reckon. Him that wants shall get it. Have I lived this many years, and a son of a rum puncheon cock his hat athwart my hawse at the latter end of it? You know the way; you’re all gentlemen o’ fortune, by your account. Well, I’m ready. Take a cutlass, him that dares, and I’ll see the colour of his inside, crutch and all, before that pipe’s empty.”"
Leviathan,Thomas Hobbes,https://www.gutenberg.org/files/3207/3207-h/3207-h.htm,"And because all signes of hatred, or contempt, provoke to fight; insomuch as most men choose rather to hazard their life, than not to be revenged; we may in the eighth place, for a Law of Nature set down this Precept, “That no man by deed, word, countenance, or gesture, declare Hatred, or Contempt of another.” The breach of which Law, is commonly called Contumely. The question who is the better man, has no place in the condition of meer Nature; where, (as has been shewn before,) all men are equall. The inequallity that now is, has been introduced by the Lawes civill."
